place_id,name,address,phone,website,rating,review_count,maps_url,status,types,category,city
ChIJgfDU44ZXrlQRvMn1gyNBCb4,Master Plumbing,"10006 West Sandy River Drive, Boise, ID 83709, USA",(208) 955-8556,https://masterrooter.com/southwest-idaho-plumbers/plumbing-services-boise-id-83709/,4.9,470,https://maps.google.com/?cid=13693547762790287804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumber,Boise
ChIJY2YwA3H5rlQR2UHEutPxSq8,Best Boise City Plumber,"2652 W Main St, Boise, ID 83702, USA",(208) 247-0309,https://bestboisecityplumber.com/,5,18,https://maps.google.com/?cid=12631173996587794905&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumber,Boise
ChIJ01V-vlRRrlQRiHbGcah2WPg,All Star Plumbing and Restoration,"4511 N Glenwood St, Boise, ID 83704, USA",(208) 377-0113,https://www.allstarplumbingandrestoration.com/,4.5,78,https://maps.google.com/?cid=17895183585192081032&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,store,supplier,point_of_interest,service,establishment",Plumber,Boise
ChIJ34QaafpTrlQRD7X2mDxn2Bg,Master Plumbing,"280 N Baltic Pl, Meridian, ID 83642, USA",(208) 922-6686,https://masterrooter.com/meridian-plumbing-services/,4.9,1337,https://maps.google.com/?cid=1790294361841775887&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumber,Boise
ChIJqbYEL_g4mAMRb7Oqxpe_q78,Precision Plumbing & Leak Detection,"195 N Liberty St, Boise, ID 83704, USA",(208) 999-8198,http://precisionplumbingandleakdetection.com/,5,33,https://maps.google.com/?cid=13811343340855800687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumber,Boise
ChIJFTrA9_5UrlQRKJHigoGjlU4,McDaniel Plumbing,"13601 W McMillan Rd, Boise, ID 83713, USA",(208) 297-5833,http://www.mcdanielplumbing.biz/,4.8,37,https://maps.google.com/?cid=5662611883130261800&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumber,Boise
ChIJfzSXIetvyYcRDfDBZ5DBuo0,Boise Plumbing & Drain Clean Co,"2323 S Vista Ave #250, Boise, ID 83705, USA",(986) 252-2384,,5,50,https://maps.google.com/?cid=10212687930976235533&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumber,Boise
ChIJbzO7hAX4rlQRZyIqpsd_M9Q,Boise Plumbing,"1765 W Victory Rd, Boise, ID 83705, USA",(208) 327-1003,http://boiseplumbing208.com/,4.7,15,https://maps.google.com/?cid=15290705655315964519&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumbing contractor,Boise
ChIJjTjcQShXrlQRwAZHeE4eq8M,Veterans Plumbing,"18 S Orchard St, Boise, ID 83705, USA",(208) 250-2525,https://www.veteransplumbingcorp.com/,4.6,41,https://maps.google.com/?cid=14099396380787672768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumbing contractor,Boise
ChIJ6xfR2oJWrlQR_OxSAXHqVQk,"DeBest, Inc.","11477 W President Dr, Boise, ID 83713, USA",(208) 322-4844,http://debestplumbing.com/,4.1,35,https://maps.google.com/?cid=672701490436173052&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumbing contractor,Boise
ChIJN5kXOZ1WrlQRrlC9o2JnkSA,Roto-Rooter Plumbing & Water Cleanup,"711 N Touchmark Ave, Meridian, ID 83642, USA",(986) 236-4175,https://www.rotorooter.com/meridianid/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,4.8,1214,https://maps.google.com/?cid=2346770554188288174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,manufacturer,general_contractor,point_of_interest,service,establishment",Plumbing contractor,Boise
ChIJKVK0Gk3_rlQR7HTGDRH88_4,Same Day Electric,"4684 W Chinden Blvd, Boise, ID 83714, USA",(208) 377-3278,https://samedayelectric.net/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*247*same-day-electric-boise,4.9,2356,https://maps.google.com/?cid=18371304455150138604&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,general_contractor,wholesaler,point_of_interest,service,establishment",Electrician,Boise
ChIJTeL7LLj4rlQRL6BSu75xgUg,High Ground Electric,"5015 W Fairmont Pl, Boise, ID 83706, USA",(208) 344-0605,https://electricianboiseid.com/,4.7,88,https://maps.google.com/?cid=5224582106726965295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise
ChIJdSpj9ID4rlQRHKVPRHYaSZM,Sublime Electric,"616 S Roosevelt St, Boise, ID 83705, USA",(208) 609-9052,http://sublimeelectricid.net/?utm_source=gmb,4.9,677,https://maps.google.com/?cid=10613043092129817884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise
ChIJL6cXXNpVrlQR4ab4XWU80fw,Idaho Service Electric,"10847 W Montana Ave, Boise, ID 83713, USA",(208) 996-4757,http://www.idahoserviceelectric.co/,4.7,27,https://maps.google.com/?cid=18217408373756307169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise
ChIJrZVr8ORTrlQRJaa9XEQkBCc,American Pro Electric,"7606 W Settlers Ave, Boise, ID 83704, USA",(208) 515-1111,,4.2,35,https://maps.google.com/?cid=2811411943418340901&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise
ChIJdYeGBZchnlQR04XjjTHEeQM,All 4 You Electrical,"518 S Eagleson Rd, Boise, ID 83705, USA",(208) 794-7431,http://www.all4youelectrical.com/,5,112,https://maps.google.com/?cid=250446971408713171&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise
ChIJWcZW1IBWrlQRmzWxnP3-16U,Hi-Tech Electric,"94 E 49th St C, Garden City, ID 83714, USA",(208) 271-3076,https://www.hitechelect.com/,4.9,144,https://maps.google.com/?cid=11950300501459940763&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,consultant,point_of_interest,service,establishment",Electrician,Boise
ChIJ36HQtW72nCwR2MTMJiEuOqs,Tier 1 Electric,"1849 N Wildwood St, Boise, ID 83713, USA",(208) 550-5887,https://tier1electricllc.com/,5,104,https://maps.google.com/?cid=12338224849054647512&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise
ChIJ-xIWh6H4rlQR8u7RYhMjl34,"Quality Electric, Inc.","5272 W Irving St, Boise, ID 83706, USA",(208) 375-1300,http://qeidaho.com/,4.6,32,https://maps.google.com/?cid=9121798136431505138&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise
ChIJC_WIh29WrlQRJn6BzE6A-3A,Edwards Electric,"590 N Maple Grove Rd, Boise, ID 83704, USA",(208) 375-4859,http://edwardselectricboise.com/,4.3,7,https://maps.google.com/?cid=8141241827329146406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise
ChIJvV9DNsZTrlQR1dMIfsAq4xQ,"A-1 Heating, Air Conditioning & Electric","327 N Linder Rd, Meridian, ID 83642, USA",(208) 343-4445,https://a1heating.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile,4.9,3532,https://maps.google.com/?cid=1505093706708472789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,general_contractor,manufacturer,point_of_interest,service,establishment",Electrician,Boise
ChIJYy26sChWrlQRr4flXPIaNZ0,Cobb Electric,"226 S Phillippi St, Boise, ID 83705, USA",(208) 577-7873,http://cobbelectricboise.com/,4.8,18,https://maps.google.com/?cid=11327990065963304879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise
ChIJRcpL1alXrlQRdsRJ4XLU3I0,Tri State Electric Inc,"7790 W Mossy Cup St #1a, Boise, ID 83709, USA",(208) 362-4636,https://www.tseidaho.com/,4,29,https://maps.google.com/?cid=10222278844095251574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise
ChIJ135StRr5rlQRl8SiKqA10y4,"DG Electric, Inc","723 N Stanley St, Boise, ID 83706, USA",(208) 908-2242,https://www.dgelectricboise.com/,5,16,https://maps.google.com/?cid=3374099507856983191&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise
ChIJrySdII9VrlQRO5WzUCwF8ng,K-F Electric Inc,"9021 W Pattie Dr, Boise, ID 83704, USA",(208) 377-0338,https://www.kfelect.com/,4.7,6,https://maps.google.com/?cid=8715033916805977403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise
ChIJX1vCKfNVrlQR11IwrMh5Y8Q,Brite Electric Inc,"3910 Kingswood Dr, Boise, ID 83704, USA",(208) 371-3803,,4.4,12,https://maps.google.com/?cid=14151288356917498583&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise
ChIJz_Eg9Uj_rlQRjOI_QSzzEU0,Alloway Co. Inc.,"502 E 45th St, Garden City, ID 83714, USA",(208) 344-2508,http://www.allowayelectric.com/,4.4,39,https://maps.google.com/?cid=5553487186923348620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,service,point_of_interest,establishment",Electrical contractor,Boise
ChIJHYIWswH4rlQRR9gvvCiFy8o,Mountain Power Electrical Contractors,"305 E 41st St, Garden City, ID 83714, USA",(208) 377-3305,http://mtnpwr.com/,4.8,4,https://maps.google.com/?cid=14612919825936144455&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,service,point_of_interest,establishment",Electrical contractor,Boise
ChIJo-Ffch1XrlQR9EDL46PPpuc,H&H Electric Boise,"7544 W, 7544 Lemhi St, Boise, ID 83709, USA",(208) 562-8191,http://www.hhelectricboise.com/,4,4,https://maps.google.com/?cid=16692257371703689460&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Electrical contractor,Boise
ChIJDdIyFLxXrlQRLIv5QNteUwo,Independent Electrical Contractors,"5944 W Victory Rd, Boise, ID 83709, USA",(208) 608-4662,https://iecidaho.com/,5,2,https://maps.google.com/?cid=744042659227208492&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"point_of_interest,establishment",Electrical contractor,Boise
ChIJR9qV6utXrlQRzazjxtHEgaY,BURKE Electrical Contracting,"720 N Allumbaugh St, Boise, ID 83704, USA",(208) 631-4980,https://burke-electrical.com/,5,9,https://maps.google.com/?cid=11998087287555730637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,service,point_of_interest,establishment",Electrical contractor,Boise
ChIJAdOY6vpTrlQRKs7sGYOCtpo,UNITED ELECTRIC CONTRACTING,"760 E King St SUITE 101, Meridian, ID 83642, USA",(208) 424-6813,https://unitedelectricboise.com/,4.6,22,https://maps.google.com/?cid=11148241427189517866&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,service,point_of_interest,establishment",Electrical contractor,Boise
ChIJDV1jJdJXrlQREkgwKq7DkMc,Point Roofing & Restoration,"4906 W Overland Rd, Boise, ID 83705, USA",(208) 595-6302,https://pointroof.com/?utm_source=gmb&utm_medium=organic,4.9,402,https://maps.google.com/?cid=14380208762993526802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise
ChIJBcH-uqVNrlQRZAxNdVkSCz8,Idaho Roofing Contractors,"1565 S Rolling Hl Dr, Meridian, ID 83642, USA",(208) 921-7821,https://www.idahoroofingcontractors.com/,4.9,844,https://maps.google.com/?cid=4542744824562650212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise
ChIJybiFMt9XrlQRVHSvDFhIxh0,Signature Roofing,"12567 W Franklin Rd, Boise, ID 83709, USA",(208) 609-9071,https://mysignatureroofing.com/,4.9,446,https://maps.google.com/?cid=2145481815495767124&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,manufacturer,point_of_interest,service,establishment",Roofer,Boise
ChIJnQQSk-5WrlQRXQSoALoXmr0,Blue Goat Roofing,"10448 W Lockwood St, Boise, ID 83709, USA",(208) 999-0775,https://bluegoatroofing.com/,5,258,https://maps.google.com/?cid=13662258507224187997&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise
ChIJR4OdX3BRrlQRhodduA5DZzY,Bartlett Roofing,"370 N Mitchell St, Boise, ID 83704, USA",(208) 286-4187,https://bartlettroofs.com/service-areas/boise-id/,4.6,567,https://maps.google.com/?cid=3920175731151046534&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise
ChIJCx5LWgOyr1QR9EpWyDr4WWE,Intermountain Roofing Company,"3261 Spiceland Dr, Boise, ID 83704, USA",(208) 713-5871,https://intermountainroofingcompany.com/,5,48,https://maps.google.com/?cid=7014910825959148276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise
ChIJFbsM2DpVrlQRZHzqzQqOy_Y,208 Roofing,"6706 W Fairview Ave, Boise, ID 83704, USA",(208) 591-8997,https://www.208roofing.com/,5,50,https://maps.google.com/?cid=17783463730658049124&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise
ChIJ-5HkVSn_rlQRZEz8jHJHnFA,Owyhee Roofing,"3020 W Breneman St, Boise, ID 83703, USA",(208) 440-7693,http://www.owyheeroofing.com/,4.9,88,https://maps.google.com/?cid=5808596176718285924&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise
ChIJL1vN3dgJqIQRSgtpqsTY-_g,Kings Roofing & Contracting,"9201 W State St #127, Boise, ID 83714, USA",(208) 803-8341,https://www.kingsroofingandcontracting.com/,5,73,https://maps.google.com/?cid=17941171879744703306&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,general_contractor,point_of_interest,service,establishment",Roofer,Boise
ChIJ-WlfGqv5rlQRg-gTQqER3GI,Flux Boise Roofing & Siding,"200 N 23rd St Suite 109, Boise, ID 83702, USA",(208) 476-6318,https://www.fluxroofing.com/locations/treasure-valley?utm_source=gbp,5,23,https://maps.google.com/?cid=7123588094889289859&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise
ChIJVVWxqS1XrlQROSA8Uzi5Q3U,Superior Roofing,"9460 W Fairview Ave Unit 155, Boise, ID 83704, USA",(208) 242-2275,https://www.superiorroofingplus.com/,4.8,79,https://maps.google.com/?cid=8449800977442938937&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise
ChIJlZURhONXrlQRx4CzQmZRe3Y,Mighty Dog,"4792 W Overland Rd #200, Boise, ID 83705, USA",(208) 646-9890,https://www.mightydogroofing.com/boise-id/,4.8,106,https://maps.google.com/?cid=8537507018258481351&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,general_contractor,point_of_interest,service,establishment",Roofer,Boise
ChIJyS7ubsxPs0cRH9gYJK5cZo8,Recon Roofing & Solar,"2350 S Vista Ave, Boise, ID 83705, USA",(208) 872-4880,http://www.roofsbyrecon.com/,5,145,https://maps.google.com/?cid=10333048298047854623&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,general_contractor,point_of_interest,service,establishment",Roofer,Boise
ChIJ3Uw5mk__rlQRsKpCK5ewuww,All County Roofing Inc.,"2650 S Cole Rd B, Boise, ID 83709, USA",(208) 322-7663,https://www.allcountyroofingid.com/,4.5,56,https://maps.google.com/?cid=917521112412367536&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise
ChIJ5bJgZJZVrlQRQK4n_hKoZY8,Rebel Roofing,"4697 N Tumbleweed Pl, Boise, ID 83713, USA",(208) 703-9998,http://rebelroofingidaho.com/,4.8,99,https://maps.google.com/?cid=10332849719598362176&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise
ChIJNTXpWa1XrlQRamnkkngDFRw,Boise Roofing and Gutters,"901 S Robert St, Boise, ID 83705, USA",(208) 795-4913,,4.9,50,https://maps.google.com/?cid=2023527423968307562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise
