place_id,name,address,phone,website,rating,review_count,maps_url,status,types,category,city,status_code,final_url,page_size,lander_type,tier,check_error,notes
ChIJY2YwA3H5rlQR2UHEutPxSq8,Best Boise City Plumber,"2652 W Main St, Boise, ID 83702, USA",(208) 247-0309,https://bestboisecityplumber.com/,5,18,https://maps.google.com/?cid=12631173996587794905&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumber,Boise,,https://bestboisecityplumber.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='bestboisecityplumber.com', port=443): Max retries exceeded with url: / (Caused by ProxyError('",
ChIJgfDU44ZXrlQRvMn1gyNBCb4,Master Plumbing,"10006 West Sandy River Drive, Boise, ID 83709, USA",(208) 955-8556,https://masterrooter.com/southwest-idaho-plumbers/plumbing-services-boise-id-83709/,4.9,470,https://maps.google.com/?cid=13693547762790287804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumber,Boise,,https://masterrooter.com/southwest-idaho-plumbers/plumbing-services-boise-id-83709/,0,Connection Error,tier2,"HTTPSConnectionPool(host='masterrooter.com', port=443): Max retries exceeded with url: /southwest-idaho-plumbers/plumbin",
ChIJFTrA9_5UrlQRKJHigoGjlU4,McDaniel Plumbing,"13601 W McMillan Rd, Boise, ID 83713, USA",(208) 297-5833,http://www.mcdanielplumbing.biz/,4.8,37,https://maps.google.com/?cid=5662611883130261800&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumber,Boise,403,http://www.mcdanielplumbing.biz/,16,HTTP 403 Forbidden,tier2,,
ChIJqbYEL_g4mAMRb7Oqxpe_q78,Precision Plumbing & Leak Detection,"195 N Liberty St, Boise, ID 83704, USA",(208) 999-8198,http://precisionplumbingandleakdetection.com/,5,33,https://maps.google.com/?cid=13811343340855800687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumber,Boise,403,http://precisionplumbingandleakdetection.com/,16,HTTP 403 Forbidden,tier2,,
ChIJ22PF1tv4rlQRkNNcADQvxnw,Hyde Park Plumbing,"3704 W Overland Rd, Boise, ID 83705, USA",(208) 871-9113,https://hydepark-plumbing.com/,4.8,62,https://maps.google.com/?cid=8990925606482662288&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumber,Boise,,https://hydepark-plumbing.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='hydepark-plumbing.com', port=443): Max retries exceeded with url: / (Caused by ProxyError('Una",
ChIJf_-NFTCFd4kRNoU3b6EVd8Y,Gary The Plumber LLC.,"6214 N Oliver Ave, Boise, ID 83714, USA",(208) 991-2096,https://garytheplumber208.com/,5,167,https://maps.google.com/?cid=14300922924838126902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,store,supplier,point_of_interest,service,establishment",Plumber,Boise,,https://garytheplumber208.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='garytheplumber208.com', port=443): Max retries exceeded with url: / (Caused by ProxyError('Una",
ChIJ01V-vlRRrlQRiHbGcah2WPg,All Star Plumbing and Restoration,"4511 N Glenwood St, Boise, ID 83704, USA",(208) 377-0113,https://www.allstarplumbingandrestoration.com/,4.5,78,https://maps.google.com/?cid=17895183585192081032&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,store,supplier,point_of_interest,service,establishment",Plumber,Boise,,https://www.allstarplumbingandrestoration.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='www.allstarplumbingandrestoration.com', port=443): Max retries exceeded with url: / (Caused by",
ChIJbzO7hAX4rlQRZyIqpsd_M9Q,Boise Plumbing,"1765 W Victory Rd, Boise, ID 83705, USA",(208) 327-1003,http://boiseplumbing208.com/,4.7,15,https://maps.google.com/?cid=15290705655315964519&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumbing contractor,Boise,403,http://boiseplumbing208.com/,16,HTTP 403 Forbidden,tier2,,
ChIJa9pk5qcXXaERx8J2tNjWlzU,Boise Family Plumbing LLC,"210 E 37th St #3, Garden City, ID 83714, USA",(208) 949-3307,https://www.boisefamilyplumbing.com/,4.9,140,https://maps.google.com/?cid=3861791431722451655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumber,Boise,,https://www.boisefamilyplumbing.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='www.boisefamilyplumbing.com', port=443): Max retries exceeded with url: / (Caused by ProxyErro",
ChIJ34QaafpTrlQRD7X2mDxn2Bg,Master Plumbing,"280 N Baltic Pl, Meridian, ID 83642, USA",(208) 922-6686,https://masterrooter.com/meridian-plumbing-services/,4.9,1337,https://maps.google.com/?cid=1790294361841775887&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumber,Boise,,https://masterrooter.com/meridian-plumbing-services/,0,Connection Error,tier2,"HTTPSConnectionPool(host='masterrooter.com', port=443): Max retries exceeded with url: /meridian-plumbing-services/ (Cau",
ChIJ6xfR2oJWrlQR_OxSAXHqVQk,"DeBest, Inc.","11477 W President Dr, Boise, ID 83713, USA",(208) 322-4844,http://debestplumbing.com/,4.1,35,https://maps.google.com/?cid=672701490436173052&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumbing contractor,Boise,403,http://debestplumbing.com/,16,HTTP 403 Forbidden,tier2,,
ChIJN5kXOZ1WrlQRrlC9o2JnkSA,Roto-Rooter Plumbing & Water Cleanup,"711 N Touchmark Ave, Meridian, ID 83642, USA",(986) 236-4175,https://www.rotorooter.com/meridianid/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,4.8,1214,https://maps.google.com/?cid=2346770554188288174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,manufacturer,general_contractor,point_of_interest,service,establishment",Plumbing contractor,Boise,,https://www.rotorooter.com/meridianid/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,0,Connection Error,tier2,"HTTPSConnectionPool(host='www.rotorooter.com', port=443): Max retries exceeded with url: /meridianid/?utm_source=Google&",
ChIJL6cXXNpVrlQR4ab4XWU80fw,Idaho Service Electric,"10847 W Montana Ave, Boise, ID 83713, USA",(208) 996-4757,http://www.idahoserviceelectric.co/,4.7,27,https://maps.google.com/?cid=18217408373756307169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise,403,http://www.idahoserviceelectric.co/,16,HTTP 403 Forbidden,tier2,,
ChIJdSpj9ID4rlQRHKVPRHYaSZM,Sublime Electric,"616 S Roosevelt St, Boise, ID 83705, USA",(208) 609-9052,http://sublimeelectricid.net/?utm_source=gmb,4.9,677,https://maps.google.com/?cid=10613043092129817884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise,403,http://sublimeelectricid.net/?utm_source=gmb,16,HTTP 403 Forbidden,tier2,,
ChIJjTjcQShXrlQRwAZHeE4eq8M,Veterans Plumbing,"18 S Orchard St, Boise, ID 83705, USA",(208) 250-2525,https://www.veteransplumbingcorp.com/,4.6,41,https://maps.google.com/?cid=14099396380787672768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"plumber,point_of_interest,service,establishment",Plumbing contractor,Boise,,https://www.veteransplumbingcorp.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='www.veteransplumbingcorp.com', port=443): Max retries exceeded with url: / (Caused by ProxyErr",
ChIJTeL7LLj4rlQRL6BSu75xgUg,High Ground Electric,"5015 W Fairmont Pl, Boise, ID 83706, USA",(208) 344-0605,https://electricianboiseid.com/,4.7,88,https://maps.google.com/?cid=5224582106726965295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise,,https://electricianboiseid.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='electricianboiseid.com', port=443): Max retries exceeded with url: / (Caused by ProxyError('Un",
ChIJKVK0Gk3_rlQR7HTGDRH88_4,Same Day Electric,"4684 W Chinden Blvd, Boise, ID 83714, USA",(208) 377-3278,https://samedayelectric.net/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*247*same-day-electric-boise,4.9,2356,https://maps.google.com/?cid=18371304455150138604&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,general_contractor,wholesaler,point_of_interest,service,establishment",Electrician,Boise,,https://samedayelectric.net/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*247*same-day-electric-boise,0,Connection Error,tier2,"HTTPSConnectionPool(host='samedayelectric.net', port=443): Max retries exceeded with url: /?utm_source=google-gbp&utm_me",
ChIJ36HQtW72nCwR2MTMJiEuOqs,Tier 1 Electric,"1849 N Wildwood St, Boise, ID 83713, USA",(208) 550-5887,https://tier1electricllc.com/,5,104,https://maps.google.com/?cid=12338224849054647512&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise,,https://tier1electricllc.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='tier1electricllc.com', port=443): Max retries exceeded with url: / (Caused by ProxyError('Unab",
ChIJdYeGBZchnlQR04XjjTHEeQM,All 4 You Electrical,"518 S Eagleson Rd, Boise, ID 83705, USA",(208) 794-7431,http://www.all4youelectrical.com/,5,112,https://maps.google.com/?cid=250446971408713171&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise,403,http://www.all4youelectrical.com/,16,HTTP 403 Forbidden,tier2,,
ChIJWcZW1IBWrlQRmzWxnP3-16U,Hi-Tech Electric,"94 E 49th St C, Garden City, ID 83714, USA",(208) 271-3076,https://www.hitechelect.com/,4.9,144,https://maps.google.com/?cid=11950300501459940763&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,consultant,point_of_interest,service,establishment",Electrician,Boise,,https://www.hitechelect.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='www.hitechelect.com', port=443): Max retries exceeded with url: / (Caused by ProxyError('Unabl",
ChIJ-xIWh6H4rlQR8u7RYhMjl34,"Quality Electric, Inc.","5272 W Irving St, Boise, ID 83706, USA",(208) 375-1300,http://qeidaho.com/,4.6,32,https://maps.google.com/?cid=9121798136431505138&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise,403,http://qeidaho.com/,16,HTTP 403 Forbidden,tier2,,
ChIJC_WIh29WrlQRJn6BzE6A-3A,Edwards Electric,"590 N Maple Grove Rd, Boise, ID 83704, USA",(208) 375-4859,http://edwardselectricboise.com/,4.3,7,https://maps.google.com/?cid=8141241827329146406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise,403,http://edwardselectricboise.com/,16,HTTP 403 Forbidden,tier2,,
ChIJYy26sChWrlQRr4flXPIaNZ0,Cobb Electric,"226 S Phillippi St, Boise, ID 83705, USA",(208) 577-7873,http://cobbelectricboise.com/,4.8,18,https://maps.google.com/?cid=11327990065963304879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise,403,http://cobbelectricboise.com/,16,HTTP 403 Forbidden,tier2,,
ChIJvV9DNsZTrlQR1dMIfsAq4xQ,"A-1 Heating, Air Conditioning & Electric","327 N Linder Rd, Meridian, ID 83642, USA",(208) 343-4445,https://a1heating.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile,4.9,3532,https://maps.google.com/?cid=1505093706708472789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,general_contractor,manufacturer,point_of_interest,service,establishment",Electrician,Boise,,https://a1heating.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile,0,Connection Error,tier2,"HTTPSConnectionPool(host='a1heating.com', port=443): Max retries exceeded with url: /?utm_source=google&utm_medium=organ",
ChIJrySdII9VrlQRO5WzUCwF8ng,K-F Electric Inc,"9021 W Pattie Dr, Boise, ID 83704, USA",(208) 377-0338,https://www.kfelect.com/,4.7,6,https://maps.google.com/?cid=8715033916805977403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise,,https://www.kfelect.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='www.kfelect.com', port=443): Max retries exceeded with url: / (Caused by ProxyError('Unable to",
ChIJz_Eg9Uj_rlQRjOI_QSzzEU0,Alloway Co. Inc.,"502 E 45th St, Garden City, ID 83714, USA",(208) 344-2508,http://www.allowayelectric.com/,4.4,39,https://maps.google.com/?cid=5553487186923348620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,service,point_of_interest,establishment",Electrical contractor,Boise,403,http://www.allowayelectric.com/,16,HTTP 403 Forbidden,tier2,,
ChIJ135StRr5rlQRl8SiKqA10y4,"DG Electric, Inc","723 N Stanley St, Boise, ID 83706, USA",(208) 908-2242,https://www.dgelectricboise.com/,5,16,https://maps.google.com/?cid=3374099507856983191&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise,,https://www.dgelectricboise.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='www.dgelectricboise.com', port=443): Max retries exceeded with url: / (Caused by ProxyError('U",
ChIJHYIWswH4rlQRR9gvvCiFy8o,Mountain Power Electrical Contractors,"305 E 41st St, Garden City, ID 83714, USA",(208) 377-3305,http://mtnpwr.com/,4.8,4,https://maps.google.com/?cid=14612919825936144455&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,service,point_of_interest,establishment",Electrical contractor,Boise,403,http://mtnpwr.com/,16,HTTP 403 Forbidden,tier2,,
ChIJo-Ffch1XrlQR9EDL46PPpuc,H&H Electric Boise,"7544 W, 7544 Lemhi St, Boise, ID 83709, USA",(208) 562-8191,http://www.hhelectricboise.com/,4,4,https://maps.google.com/?cid=16692257371703689460&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Electrical contractor,Boise,403,http://www.hhelectricboise.com/,16,HTTP 403 Forbidden,tier2,,
ChIJRcpL1alXrlQRdsRJ4XLU3I0,Tri State Electric Inc,"7790 W Mossy Cup St #1a, Boise, ID 83709, USA",(208) 362-4636,https://www.tseidaho.com/,4,29,https://maps.google.com/?cid=10222278844095251574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"electrician,point_of_interest,service,establishment",Electrician,Boise,,https://www.tseidaho.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='www.tseidaho.com', port=443): Max retries exceeded with url: / (Caused by ProxyError('Unable t",
ChIJDdIyFLxXrlQRLIv5QNteUwo,Independent Electrical Contractors,"5944 W Victory Rd, Boise, ID 83709, USA",(208) 608-4662,https://iecidaho.com/,5,2,https://maps.google.com/?cid=744042659227208492&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"point_of_interest,establishment",Electrical contractor,Boise,,https://iecidaho.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='iecidaho.com', port=443): Max retries exceeded with url: / (Caused by ProxyError('Unable to co",
ChIJBcH-uqVNrlQRZAxNdVkSCz8,Idaho Roofing Contractors,"1565 S Rolling Hl Dr, Meridian, ID 83642, USA",(208) 921-7821,https://www.idahoroofingcontractors.com/,4.9,844,https://maps.google.com/?cid=4542744824562650212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise,,https://www.idahoroofingcontractors.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='www.idahoroofingcontractors.com', port=443): Max retries exceeded with url: / (Caused by Proxy",
ChIJDV1jJdJXrlQREkgwKq7DkMc,Point Roofing & Restoration,"4906 W Overland Rd, Boise, ID 83705, USA",(208) 595-6302,https://pointroof.com/?utm_source=gmb&utm_medium=organic,4.9,402,https://maps.google.com/?cid=14380208762993526802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise,,https://pointroof.com/?utm_source=gmb&utm_medium=organic,0,Connection Error,tier2,"HTTPSConnectionPool(host='pointroof.com', port=443): Max retries exceeded with url: /?utm_source=gmb&utm_medium=organic ",
ChIJFbsM2DpVrlQRZHzqzQqOy_Y,208 Roofing,"6706 W Fairview Ave, Boise, ID 83704, USA",(208) 591-8997,https://www.208roofing.com/,5,50,https://maps.google.com/?cid=17783463730658049124&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise,,https://www.208roofing.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='www.208roofing.com', port=443): Max retries exceeded with url: / (Caused by ProxyError('Unable",
ChIJnQQSk-5WrlQRXQSoALoXmr0,Blue Goat Roofing,"10448 W Lockwood St, Boise, ID 83709, USA",(208) 999-0775,https://bluegoatroofing.com/,5,258,https://maps.google.com/?cid=13662258507224187997&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise,,https://bluegoatroofing.com/,0,Connection Error,tier2,"HTTPSConnectionPool(host='bluegoatroofing.com', port=443): Max retries exceeded with url: / (Caused by ProxyError('Unabl",
ChIJR4OdX3BRrlQRhodduA5DZzY,Bartlett Roofing,"370 N Mitchell St, Boise, ID 83704, USA",(208) 286-4187,https://bartlettroofs.com/service-areas/boise-id/,4.6,567,https://maps.google.com/?cid=3920175731151046534&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"roofing_contractor,point_of_interest,service,establishment",Roofer,Boise,,https://bartlettroofs.com/service-areas/boise-id/,0,Connection Error,tier2,"HTTPSConnectionPool(host='bartlettroofs.com', port=443): Max retries exceeded with url: /service-areas/boise-id/ (Caused",
