place_id,business_name,category,search_category,phone,address,city,rating,review_count,google_maps_url,website_url,business_status,types
ChIJTeL7LLj4rlQRL6BSu75xgUg,High Ground Electric,electrician,Electrician,(208) 344-0605,"5015 W Fairmont Pl, Boise, ID 83706, USA",Boise,4.7,88,https://maps.google.com/?cid=5224582106726965295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://electricianboiseid.com/,OPERATIONAL,electrician|point_of_interest|service|establishment
ChIJe9bV5uBTrlQRkHyO1WWXlp4,"Magic Electric, Plumbing, Heating + Air",plumber,Electrician,(208) 207-9870,"7255 W Franklin Rd, Boise, ID 83709, USA",Boise,4.9,1362,https://maps.google.com/?cid=11427487568129588368&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.themagicteam.com/boise/,OPERATIONAL,plumber|electrician|general_contractor|supplier|point_of_interest|service|store|establishment
ChIJdSpj9ID4rlQRHKVPRHYaSZM,Sublime Electric,electrician,Electrician,(208) 609-9052,"616 S Roosevelt St, Boise, ID 83705, USA",Boise,4.9,677,https://maps.google.com/?cid=10613043092129817884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://sublimeelectricid.net/?utm_source=gmb,OPERATIONAL,electrician|point_of_interest|service|establishment
ChIJL6cXXNpVrlQR4ab4XWU80fw,Idaho Service Electric,electrician,Electrician,(208) 996-4757,"10847 W Montana Ave, Boise, ID 83713, USA",Boise,4.7,27,https://maps.google.com/?cid=18217408373756307169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.idahoserviceelectric.co/,OPERATIONAL,electrician|point_of_interest|service|establishment
ChIJWcZW1IBWrlQRmzWxnP3-16U,Hi-Tech Electric,electrician,Electrical contractor,(208) 271-3076,"94 E 49th St C, Garden City, ID 83714, USA",,4.9,144,https://maps.google.com/?cid=11950300501459940763&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hitechelect.com/,OPERATIONAL,electrician|consultant|service|point_of_interest|establishment
ChIJybiFMt9XrlQRVHSvDFhIxh0,Signature Roofing,roofing_contractor,Roofer,(208) 609-9071,"12567 W Franklin Rd, Boise, ID 83709, USA",Boise,4.9,446,https://maps.google.com/?cid=2145481815495767124&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://mysignatureroofing.com/,OPERATIONAL,roofing_contractor|manufacturer|point_of_interest|service|establishment
ChIJDV1jJdJXrlQREkgwKq7DkMc,Point Roofing & Restoration,roofing_contractor,Roofer,(208) 595-6302,"4906 W Overland Rd, Boise, ID 83705, USA",Boise,4.9,402,https://maps.google.com/?cid=14380208762993526802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://pointroof.com/?utm_source=gmb&utm_medium=organic,OPERATIONAL,roofing_contractor|point_of_interest|service|establishment
ChIJBcH-uqVNrlQRZAxNdVkSCz8,Idaho Roofing Contractors,roofing_contractor,Roofer,(208) 921-7821,"1565 S Rolling Hl Dr, Meridian, ID 83642, USA",Meridian,4.9,844,https://maps.google.com/?cid=4542744824562650212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.idahoroofingcontractors.com/,OPERATIONAL,roofing_contractor|point_of_interest|service|establishment
ChIJnQQSk-5WrlQRXQSoALoXmr0,Blue Goat Roofing,roofing_contractor,Roofer,(208) 999-0775,"10448 W Lockwood St, Boise, ID 83709, USA",Boise,5,258,https://maps.google.com/?cid=13662258507224187997&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://bluegoatroofing.com/,OPERATIONAL,roofing_contractor|point_of_interest|service|establishment
ChIJlZURhONXrlQRx4CzQmZRe3Y,Mighty Dog,roofing_contractor,Roofer,(208) 646-9890,"4792 W Overland Rd #200, Boise, ID 83705, USA",Boise,4.8,106,https://maps.google.com/?cid=8537507018258481351&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.mightydogroofing.com/boise-id/,OPERATIONAL,roofing_contractor|general_contractor|point_of_interest|service|establishment
ChIJCx5LWgOyr1QR9EpWyDr4WWE,Intermountain Roofing Company,roofing_contractor,Roofer,(208) 713-5871,"3261 Spiceland Dr, Boise, ID 83704, USA",Boise,5,48,https://maps.google.com/?cid=7014910825959148276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://intermountainroofingcompany.com/,OPERATIONAL,roofing_contractor|point_of_interest|service|establishment
ChIJR4OdX3BRrlQRhodduA5DZzY,Bartlett Roofing,roofing_contractor,Roofer,(208) 286-4187,"370 N Mitchell St, Boise, ID 83704, USA",Boise,4.6,567,https://maps.google.com/?cid=3920175731151046534&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://bartlettroofs.com/service-areas/boise-id/,OPERATIONAL,roofing_contractor|point_of_interest|service|establishment
ChIJfWtDtwj3rlQR2DTaxWQXStI,Boise Roof,roofing_contractor,Roofing contractor,(208) 740-8787,"1687 Pineridge Dr E, Boise, ID 83716, USA",Boise,4.9,67,https://maps.google.com/?cid=15152949617825035480&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://boiseroofrepair.co/,OPERATIONAL,roofing_contractor|point_of_interest|service|establishment
ChIJs7gm6Mn_rlQRKUmCB5OqzxU,Western Heating and Air Conditioning,electrician,HVAC,(208) 204-0357,"4980 E Bradley St, Boise, ID 83714, USA",Boise,4.9,3893,https://maps.google.com/?cid=1571662343438485801&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://westernhvac.com/?utm_source=gbp-listing&utm_medium=organic&utm_campaign=website-button,OPERATIONAL,electrician|general_contractor|store|service|point_of_interest|establishment
ChIJH5tjRvb3rlQRSEhbD24vay8,Peppy Heating and Cooling Boise,general_contractor,HVAC,(208) 906-6928,"590 N Maple Grove Rd Ste #7, Boise, ID 83704, USA",Boise,5,625,https://maps.google.com/?cid=3416876892041201736&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://callpeppy.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-boise,OPERATIONAL,general_contractor|service|point_of_interest|establishment
ChIJaw1xpp9XrlQRU9RKhvuuQso,Right Now Heating and Air Conditioning,electrician,HVAC,(208) 939-4475,"5100 W Emerald St, Boise, ID 83706, USA",Boise,4.8,8602,https://maps.google.com/?cid=14574403739437421651&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://rightnowheatcool.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*169*right-now-heating-boise,OPERATIONAL,electrician|plumber|general_contractor|service|point_of_interest|establishment
ChIJD8FcZWlWrlQR4u92H0nE_PY,Ashley Heating Air & Water Systems,general_contractor,HVAC,(208) 378-9445,"8243 W Westpark St, Boise, ID 83704, USA",Boise,4.9,1132,https://maps.google.com/?cid=17797315645800902626&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.ashleyheating.com/,OPERATIONAL,general_contractor|supplier|store|service|point_of_interest|establishment
ChIJS9PusLn4rlQRMMyFZl534yo,Capital City Heating & Cooling,general_contractor,HVAC,(208) 345-4115,"420 N Curtis Rd, Boise, ID 83706, USA",Boise,4.9,348,https://maps.google.com/?cid=3090445016636967984&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.capitalcityheating.com/,OPERATIONAL,general_contractor|service|point_of_interest|establishment
ChIJ8SG2bvlPrlQR5yF7uYGhydI,"Ultimate Heating & Air, Inc",plumber,HVAC,(208) 584-8816,"535 N Locust Grove Rd #170, Meridian, ID 83642, USA",Meridian,4.9,2113,https://maps.google.com/?cid=15188848796818416103&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.ultimateheatingandair.com/?utm_source=GBP&utm_medium=organic,OPERATIONAL,plumber|general_contractor|service|point_of_interest|establishment
ChIJLzfZWqT4rlQRHH7t2fDNVOI,Jim's Heating & Cooling,general_contractor,Heating and cooling,(208) 376-1717,"9237 W State St, Garden City, ID 83714, USA",,4.8,368,https://maps.google.com/?cid=16308886584947473948&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://jimsheat.com/,OPERATIONAL,general_contractor|point_of_interest|service|establishment
ChIJ6_2R_4JWrlQRGDnvNRxh5kw,Quality Heating & Cooling,general_contractor,Heating and cooling,(208) 377-3555,"11225 W President Dr, Boise, ID 83713, USA",Boise,4.9,381,https://maps.google.com/?cid=5541223165317822744&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://qualityheating.net/?utm_source=gbp&utm_medium=organic&utm_campaign=website-link,OPERATIONAL,general_contractor|supplier|manufacturer|point_of_interest|service|store|establishment
ChIJMQmr7O5WrlQR5ngrU7hHo40,Boise Pest Control,service,Pest control,(208) 254-5000,"3295 W Elder St #209, Boise, ID 83705, USA",Boise,5,712,https://maps.google.com/?cid=10206080037546588390&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.boisepestcontrol.com/,OPERATIONAL,service|point_of_interest|establishment
ChIJrSPQR4xTrlQRGTuSc0hWjm0,Vertex Pest Control,service,Pest control,(208) 248-4336,"9941 W Emerald St, Boise, ID 83704, USA",Boise,5,2754,https://maps.google.com/?cid=7894342066003655449&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.vertexpestcontrol.com/pest-control-boise?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-boise,OPERATIONAL,service|point_of_interest|establishment
ChIJMxLV_Fb5rlQR3sPjMkqJ9R0,Boise Elite Pest Control,service,Pest control,(208) 247-0002,"1754 W State St, Boise, ID 83702, USA",Boise,5,44,https://maps.google.com/?cid=2158782548168393694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://boiseelitepestcontrol.site/,OPERATIONAL,service|point_of_interest|establishment
ChIJ8Whaak3_rlQR4H31lP3_sEU,Orkin,service,Pest control,(208) 345-7378,"107 W 43rd St, Boise, ID 83714, USA",Boise,4.9,2180,https://maps.google.com/?cid=5021795049109028320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.orkin.com/locations/idaho-id/boise-pest-control/branch-913?utm_source=local&utm_medium=local&utm_campaign=LCL5008,OPERATIONAL,service|point_of_interest|establishment
ChIJnQCDVhBVrlQRSeWpCTQmjTE,Eco Pest Control,service,Pest control,(208) 600-8734,"3799 E Mackay Ct, Meridian, ID 83642, USA",Meridian,4.9,166,https://maps.google.com/?cid=3570552084516955465&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.ecopestcontrolidaho.com/,OPERATIONAL,service|point_of_interest|establishment
ChIJrzXEoVr_rlQRPDJsg2s5MEc,Western Exterminator,service,Pest control,(208) 591-6203,"345 S Adkins Way Suite 108, Meridian, ID 83642, USA",Meridian,4.8,718,https://maps.google.com/?cid=5129663109504184892&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.westernexterminator.com/local-branches/idaho/boise?utm_source=google&utm_medium=gbp&utm_campaign=eg_listing_lg,OPERATIONAL,service|association_or_organization|point_of_interest|establishment
ChIJOTQa3AJarlQRtTpF4kyGOsY,Art of the Earth Landscaping,general_contractor,Landscaping,(208) 724-0788,"9777 W Chinden Blvd, Garden City, ID 83714, USA",,4.9,41,https://maps.google.com/?cid=14283876832930773685&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://artoftheearthboise.com/,OPERATIONAL,general_contractor|point_of_interest|service|establishment
ChIJXVogfuX_rlQRJni0r1CyymY,"TLC Landscape, LLC",general_contractor,Landscaping,(208) 859-9955,"9755 Shields Ave, Boise, ID 83714, USA",Boise,4.6,167,https://maps.google.com/?cid=7406928596779169830&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.tlcscape.com/,OPERATIONAL,general_contractor|point_of_interest|service|establishment
ChIJMatTB_P_rlQR3B4_GWskjB8,Boise Landscape Design,general_contractor,Landscaping,(208) 918-2660,"7241 Potomac Dr, Boise, ID 83704, USA",Boise,5,115,https://maps.google.com/?cid=2273231954318925532&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.boiselandscapedesign.com/landing,OPERATIONAL,general_contractor|point_of_interest|service|establishment
ChIJWzQsxnJ4YG0RJ0HyU4KXdkw,Boise Clean Landscape,general_contractor,Landscaping,(986) 895-3527,"843 N White Barn Rd, Kuna, ID 83634, USA",,5,59,https://maps.google.com/?cid=5509757780144308519&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.boisecleanlandscape.com/,OPERATIONAL,general_contractor|point_of_interest|service|establishment
ChIJ5brbS7xTrlQR9EOr1XM_mg0,Chamberlain & Sons Landscaping,garden_center,Landscaping,(208) 515-9833,"1922 S McDermott Rd, Nampa, ID 83687, USA",Nampa,5,50,https://maps.google.com/?cid=980165635645064180&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://landscapingboise.com/,OPERATIONAL,garden_center|general_contractor|point_of_interest|service|store|establishment
ChIJ2a70hQ3_rlQRgj6ONwjuKcw,FarWest Landscape Company,general_contractor,Landscaping,(208) 853-4057,"5808 W State St, Boise, ID 83703, USA",Boise,4.5,20,https://maps.google.com/?cid=14711551376841653890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.farwestlandscape.net/,OPERATIONAL,general_contractor|point_of_interest|service|establishment
ChIJj8F5q7wASgERGtYo5TqtWDY,Boise Landscaping Network,general_contractor,Landscaping,(208) 918-2660,"7633 W Prince St, Boise, ID 83714, USA",Boise,5,37,https://maps.google.com/?cid=3916070344463013402&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.boiselandscapingnetwork.com/,OPERATIONAL,general_contractor|point_of_interest|service|establishment
ChIJU0ktninUQAkRO45dLpAFWiM,Augusta Lawn Care of Boise,service,Lawn care,(208) 593-3303,"2726 N Chancery Way, Meridian, ID 83646, USA",Meridian,4.6,133,https://maps.google.com/?cid=2547354656042749499&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://augustalawncareservices.com/boise,OPERATIONAL,service|point_of_interest|establishment
ChIJdw4gsPdTrlQRV9yTQDXPcZE,Senske Lawn Care Services - Boise,general_contractor,Lawn care,(208) 887-7900,"9700 Bethel Ct Ste. 102, Boise, ID 83709, USA",Boise,4.7,1975,https://maps.google.com/?cid=10480385635491503191&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://senske.com/boise/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=website_link-boise,OPERATIONAL,general_contractor|service|point_of_interest|establishment
ChIJ9Qr6x5xVrlQRNxQII40PpnY,Green Lawn Care & Landscape Inc.,general_contractor,Lawn care,(208) 376-4967,"4580 Henry St, Boise, ID 83709, USA",Boise,4.1,53,https://maps.google.com/?cid=8549538041462002743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.greenlawncareinc.com/,OPERATIONAL,general_contractor|service|point_of_interest|establishment
ChIJjXYR5QZUrlQRWVCbFrTLIVQ,Weed Man Lawn Care,service,Lawn care,(208) 888-9911,"2269 E Commercial St, Meridian, ID 83642, USA",Meridian,4.7,1241,https://maps.google.com/?cid=6062350547751227481&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://weedman.com/en-us/boise,OPERATIONAL,service|point_of_interest|establishment
ChIJHQVU7a9cdgURYmjHx6VHeDA,Skyline Lawn Care LLC,service,Lawn care,(208) 963-2210,"100 W Ross Ave, Parma, ID 83660, USA",,5,16,https://maps.google.com/?cid=3492620288372729954&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://skylinelawncare.net/,OPERATIONAL,service|point_of_interest|establishment
ChIJi4y3HqxXrlQRbP1uUlT38NY,Garry's Automotive,car_repair,Auto repair,(208) 562-1693,"2200 S Cole Rd, Boise, ID 83709, USA",Boise,4.8,1028,https://maps.google.com/?cid=15488151060059454828&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://garrysautomotive.com/,OPERATIONAL,car_repair|service|point_of_interest|establishment
ChIJH1jVFpH3rlQR51uEDEJ6aiY,208 Mobile Mechanic Boise,locksmith,Auto repair,(208) 985-3284,"1183 Exchange St, Boise, ID 83716, USA",Boise,4.6,165,https://maps.google.com/?cid=2768159345069022183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://onsiterepairtech.net/,OPERATIONAL,locksmith|auto_parts_store|car_repair|service|store|point_of_interest|establishment
ChIJT1U9Y-FVrlQRhhsxYGWdQ4I,DIY Auto Repair,car_repair,Auto repair,(208) 202-8838,"10250 W Fairview Ave, Boise, ID 83704, USA",Boise,5,86,https://maps.google.com/?cid=9386519107101334406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://diyautorepair.shop/,OPERATIONAL,car_repair|service|point_of_interest|establishment
ChIJX_5uNgD5rlQR584BCxm_ZIA,66 Mobile Auto Repair,car_repair,Auto repair,(208) 971-3005,"1116 S Vista Ave #252, Boise, ID 83705, USA",Boise,4.5,52,https://maps.google.com/?cid=9251729648805596903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.66mobileautorepair.com/,OPERATIONAL,car_repair|service|point_of_interest|establishment
ChIJId3jgQ5VrlQRZzHghIR6plc,Mountain Peak Auto Repair,car_repair,Auto repair,(208) 971-8620,"9688 W Fairview Ave, Boise, ID 83704, USA",Boise,4.9,36,https://maps.google.com/?cid=6315870237017256295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.mountainpeakautorepair.com/,OPERATIONAL,car_repair|service|point_of_interest|establishment
ChIJoQM5xwv4rlQRyA5gghMXqfA,Dale's Auto Care,chauffeur_service,Auto repair,(208) 278-7856,"2602 S Vista Ave, Boise, ID 83705, USA",Boise,4.9,526,https://maps.google.com/?cid=17341417212725956296&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://dalesautocare.com/,OPERATIONAL,chauffeur_service|car_repair|transportation_service|service|point_of_interest|establishment
ChIJA_hNzdH4rlQRwAgnzKaNaNE,27th St. Automotive,car_repair,Auto repair,(208) 890-8739,"1105 N 27th St, Boise, ID 83702, USA",Boise,4.8,649,https://maps.google.com/?cid=15089466299034044608&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://27thstauto.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,OPERATIONAL,car_repair|service|point_of_interest|establishment
ChIJ5TiG0BX_rlQRQhENhc0-kGk,Meineke Car Care Center,car_repair,Mechanic,(208) 391-4687,"5115 W State St, Boise, ID 83703, USA",Boise,4.6,867,https://maps.google.com/?cid=7606648823050211650&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.meineke.com/locations/id/boise-4251/?utm_source=google&utm_medium=organic&utm_campaign=gbp_website,OPERATIONAL,car_repair|store|service|point_of_interest|establishment
ChIJEWxOkLhVrlQRTBRI_G5z91I,Fabulously Clean House Cleaning,point_of_interest,Cleaning service,(208) 608-4648,"10448 W Garverdale Dr Ste 604, Boise, ID 83704, USA",Boise,4.9,405,https://maps.google.com/?cid=5978373950873801804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.fabulouslycleanboise.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,OPERATIONAL,point_of_interest|service|establishment
ChIJX8BQOCJWrlQRHFsv9G3ZPHs,The Cleaning Authority - Boise,point_of_interest,Cleaning service,(208) 647-3137,"6069 Corporal Ln, Boise, ID 83704, USA",Boise,4.9,859,https://maps.google.com/?cid=8880211631539182364&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.thecleaningauthority.com/boise,OPERATIONAL,point_of_interest|service|establishment
