place_id,business_name,category,search_category,phone,address,city,rating,review_count,google_maps_url,website_url,business_status,types
ChIJb6T5Nn1AtKQR7GFxQ-cpZnU,Jose elite handyman service,furniture_store,Handyman,(208) 346-3941,"1630 12th Ave Rd, Nampa, ID 83686, USA",Nampa,5,16,https://maps.google.com/?cid=8459495023307743724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,furniture_store|home_improvement_store|home_goods_store|general_contractor|store|point_of_interest|service|establishment
ChIJF0_IzMVOrlQRfVg2-tEd4ZQ,Dabeers Handyman Solutions,general_contractor,Handyman,(208) 805-9475,"2504 Pebble Way, Nampa, ID 83686, USA",Nampa,4.4,21,https://maps.google.com/?cid=10727888575056468093&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,general_contractor|point_of_interest|service|establishment
ChIJhd1wJy5LrlQR_yzSUzUcKMI,Triminio's Painting LLC,general_contractor,Painting contractor,(208) 800-4605,"914 W Florida Ave, Nampa, ID 83686, USA",Nampa,5,6,https://maps.google.com/?cid=13990463257791573247&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,general_contractor|service|point_of_interest|establishment
ChIJSTk7zmhMrlQRctoGODOFOUA,Appliance Recyclers of Idaho,home_goods_store,Appliance repair,(208) 461-2002,"1637 Garrity Blvd, Nampa, ID 83651, USA",Nampa,4.6,109,https://maps.google.com/?cid=4627876547129694834&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,home_goods_store|service|store|point_of_interest|establishment
ChIJKc2yespNrlQR42rGYDDk8Hg,MR. Pressure Wash,service,Pressure washing,(208) 570-3451,"2837 Cougar Ave, Nampa, ID 83687, USA",Nampa,,0,https://maps.google.com/?cid=8714716175395089123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,service|point_of_interest|establishment
ChIJ35mwoYZLrlQREBXdhQIWI8M,Sprinkler Pipe Repair Services,general_contractor,Sprinkler repair,(208) 465-7758,"36 N Pleasants Dr, Nampa, ID 83651, USA",Nampa,5,1,https://maps.google.com/?cid=14061106661672424720&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,general_contractor|service|point_of_interest|establishment
ChIJvytn7j5JrlQRvWHFaeCg8Ds,Kaufman Landscape and design,general_contractor,Sprinkler repair,(208) 272-1737,"4112 SunnyRidge Rd, Nampa, ID 83686, USA",Nampa,,0,https://maps.google.com/?cid=4319128928355967421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,general_contractor|service|point_of_interest|establishment
ChIJ71n1505PrlQRMvruw_wcZgE,Pioneer Construction Specialists,general_contractor,Flooring contractor,(208) 739-3555,"1809 E Iowa Ave, Nampa, ID 83686, USA",Nampa,5,3,https://maps.google.com/?cid=100799913606969906&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,general_contractor|point_of_interest|service|establishment
ChIJ58S2T9RNrlQRSuWlf-VvQ70,Nampa Hardwood Floor Refinishing,general_contractor,Flooring contractor,(208) 644-8599,"510 N Clarence Ln, Nampa, ID 83687, USA",Nampa,5,1,https://maps.google.com/?cid=13637867128087766346&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,general_contractor|point_of_interest|service|establishment
ChIJpVfQU5ZNrlQRb97bH6sc7gc,This Guy Tile and Stone,general_contractor,Tile contractor,(208) 803-8222,"Nampa, ID 83651, USA",Nampa,5,1,https://maps.google.com/?cid=571425724022120047&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,general_contractor|point_of_interest|service|establishment
ChIJsUCjGU5LrlQRFi_OIQUdO50,Magic Tile LLC,general_contractor,Tile contractor,(208) 546-2592,"16223 N Diamond Peak Dr, Nampa, ID 83651, USA",Nampa,3.7,3,https://maps.google.com/?cid=11329681195459817238&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,general_contractor|point_of_interest|service|establishment
ChIJT27z3rJNrlQR7B9SmkOSnLM,Hidden River Cabinetry,manufacturer,Cabinet maker,(208) 370-8680,"424 N Kings Rd, Nampa, ID 83687, USA",Nampa,5,4,https://maps.google.com/?cid=12942380248205500396&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,manufacturer|service|point_of_interest|establishment
ChIJLV9x2v5NrlQRy4alG6QFNZI,Home Solutions & Construction,general_contractor,General contractor,(208) 671-6185,"935 W S Diamond St, Nampa, ID 83686, USA",Nampa,4.6,36,https://maps.google.com/?cid=10535333105699751627&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,general_contractor|point_of_interest|service|establishment
ChIJWSIF9SlLrlQRwP2OZPCVjNk,Black & Grey Construction LLC,home_goods_store,Foundation repair,(208) 971-0976,"15675 Sequoia Grove Way, Caldwell, ID 83607, USA",Caldwell,5,17,https://maps.google.com/?cid=15676069262681636288&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,home_goods_store|general_contractor|store|manufacturer|point_of_interest|service|establishment
ChIJkYq3ZEdNrlQRmRyaUvCrEQE,Muñoz Drywall Llc.,point_of_interest,Drywall contractor,(208) 570-1975,"4403 High Valley Ave, Nampa, ID 83687, USA",Nampa,5,5,https://maps.google.com/?cid=77031717308341401&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,point_of_interest|service|establishment
ChIJVQ9lKCe1r1QRdjOFU0svMOI,One time siding llc,general_contractor,Siding contractor,(208) 409-0259,"1605 S Kimball Ave, Caldwell, ID 83605, USA",Caldwell,5,2,https://maps.google.com/?cid=16298579052024116086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,general_contractor|service|point_of_interest|establishment
ChIJE_fB5Lezr1QR4Pd7ByecWOY,Dawson Construction Services LLC,roofing_contractor,Deck builder,(208) 869-6984,"20593 Wyeth Ave #8118, Caldwell, ID 83605, USA",Caldwell,5,14,https://maps.google.com/?cid=16598188118117185504&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,roofing_contractor|general_contractor|manufacturer|service|point_of_interest|establishment
ChIJwYlogyRLrlQRIpJGCTRpS9M,Endless Summer Pool and Spa,service,Pool cleaning,(208) 936-5080,"1431 W Roberts Pl, Nampa, ID 83651, USA",Nampa,4.4,7,https://maps.google.com/?cid=15225378637470929442&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,service|point_of_interest|establishment
ChIJ8dVWHupLrlQRxKJIF-nQDck,B's care service,moving_company,Moving company,(208) 999-6387,"16067 N Franklin Blvd, Nampa, ID 83687, USA",Nampa,4.6,19,https://maps.google.com/?cid=14487465275857347268&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,moving_company|storage|transportation_service|shipping_service|service|point_of_interest|establishment
ChIJay2bbz2zr1QRJnc01tQV4rQ,Quality Welding & Fabrication LLC,point_of_interest,Welding service,(208) 602-3369,"3006 Syringa Ln, Caldwell, ID 83605, USA",Caldwell,5,58,https://maps.google.com/?cid=13034004275434649382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,point_of_interest|service|establishment
ChIJxQ310WNSrlQRF5fBIgIv47k,Paul Construction,general_contractor,Paving contractor,(208) 466-2953,"16429 McDermott Rd, Nampa, ID 83687, USA",Nampa,5,5,https://maps.google.com/?cid=13394601402949539607&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,general_contractor|service|point_of_interest|establishment
ChIJb4EZD77GUEgRDUYgzeT6Dp8,Pure Plumbing Idaho,plumber,Plumbing,(208) 965-6983,"16790 Loggia Ave, Caldwell, ID 83607, USA",Caldwell,5,17,https://maps.google.com/?cid=11461373962305422861&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,OPERATIONAL,plumber|service|point_of_interest|establishment
